Date,Time,State,Group,Unit,Sales
16-Dec-2020, Morning, WA, Seniors, 9, 22500
16-Dec-2020, Afternoon, WA, Kids, 14, 35000
16-Dec-2020, Afternoon, WA, Men, 10, 25000
16-Dec-2020, Afternoon, WA, Women, 9, 22500
16-Dec-2020, Afternoon, WA, Seniors, 8, 20000
16-Dec-2020, Evening, WA, Kids, 5, 12500
16-Dec-2020, Evening, WA, Men, 6, 15000
16-Dec-2020, Evening, WA, Women, 15, 37500
16-Dec-2020, Evening, WA, Seniors, 6, 15000
16-Dec-2020, Morning, NT, Kids, 12, 30000
16-Dec-2020, Morning, NT, Men, 14, 35000
16-Dec-2020, Morning, NT, Women, 14, 35000
16-Dec-2020, Morning, NT, Seniors, 8, 20000
16-Dec-2020, Afternoon, NT, Kids, 15, 37500
16-Dec-2020, Afternoon, NT, Men, 10, 25000
16-Dec-2020, Afternoon, NT, Women, 13, 32500
16-Dec-2020, Afternoon, NT, Seniors, 7, 17500
16-Dec-2020, Evening, NT, Kids, 15, 37500
16-Dec-2020, Evening, NT, Men, 6, 15000
16-Dec-2020, Evening, NT, Women, 7, 17500
16-Dec-2020, Evening, NT, Seniors, 13, 32500
16-Dec-2020, Morning, SA, Kids, 23, 57500
16-Dec-2020, Morning, SA, Men, 29, 72500
16-Dec-2020, Morning, SA, Women, 18, 45000
16-Dec-2020, Morning, SA, Seniors, 16, 40000
16-Dec-2020, Afternoon, SA, Kids, 17, 42500
16-Dec-2020, Afternoon, SA, Men, 23, 57500
16-Dec-2020, Afternoon, SA, Women, 34, 85000
16-Dec-2020, Afternoon, SA, Seniors, 16, 40000
16-Dec-2020, Evening, SA, Kids, 26, 65000
16-Dec-2020, Evening, SA, Men, 23, 57500
16-Dec-2020, Evening, SA, Women, 25, 62500
16-Dec-2020, Evening, SA, Seniors, 21, 52500
16-Dec-2020, Morning, VIC, Kids, 31, 77500
16-Dec-2020, Morning, VIC, Men, 33, 82500
16-Dec-2020, Morning, VIC, Women, 50, 125000
16-Dec-2020, Morning, VIC, Seniors, 64, 160000
16-Dec-2020, Afternoon, VIC, Kids, 65, 162500
16-Dec-2020, Afternoon, VIC, Men, 45, 112500
16-Dec-2020, Afternoon, VIC, Women, 46, 115000
16-Dec-2020, Afternoon, VIC, Seniors, 33, 82500
16-Dec-2020, Evening, VIC, Kids, 57, 142500
16-Dec-2020, Evening, VIC, Men, 30, 75000
16-Dec-2020, Evening, VIC, Women, 42, 105000
16-Dec-2020, Evening, VIC, Seniors, 46, 115000
16-Dec-2020, Morning, QLD, Kids, 22, 55000
16-Dec-2020, Morning, QLD, Men, 25, 62500
16-Dec-2020, Morning, QLD, Women, 10, 25000
16-Dec-2020, Morning, QLD, Seniors, 12, 30000
16-Dec-2020, Afternoon, QLD, Kids, 19, 47500
16-Dec-2020, Afternoon, QLD, Men, 20, 50000
16-Dec-2020, Afternoon, QLD, Women, 7, 17500
16-Dec-2020, Afternoon, QLD, Seniors, 18, 45000
16-Dec-2020, Evening, QLD, Kids, 15, 37500
16-Dec-2020, Evening, QLD, Men, 19, 47500
16-Dec-2020, Evening, QLD, Women, 13, 32500
16-Dec-2020, Evening, QLD, Seniors, 7, 17500
16-Dec-2020, Morning, NSW, Kids, 40, 100000
16-Dec-2020, Morning, NSW, Men, 42, 105000
16-Dec-2020, Morning, NSW, Women, 32, 80000
16-Dec-2020, Morning, NSW, Seniors, 41, 102500
16-Dec-2020, Afternoon, NSW, Kids, 27, 67500
16-Dec-2020, Afternoon, NSW, Men, 23, 57500
16-Dec-2020, Afternoon, NSW, Women, 38, 95000
16-Dec-2020, Afternoon, NSW, Seniors, 37, 92500
16-Dec-2020, Evening, NSW, Kids, 17, 42500
16-Dec-2020, Evening, NSW, Men, 37, 92500
16-Dec-2020, Evening, NSW, Women, 28, 70000
16-Dec-2020, Evening, NSW, Seniors, 42, 105000
16-Dec-2020, Morning, TAS, Kids, 7, 17500
16-Dec-2020, Morning, TAS, Men, 8, 20000
16-Dec-2020, Morning, TAS, Women, 15, 37500
16-Dec-2020, Morning, TAS, Seniors, 6, 15000
16-Dec-2020, Afternoon, TAS, Kids, 10, 25000
16-Dec-2020, Afternoon, TAS, Men, 15, 37500
16-Dec-2020, Afternoon, TAS, Women, 6, 15000
16-Dec-2020, Afternoon, TAS, Seniors, 5, 12500
16-Dec-2020, Evening, TAS, Kids, 15, 37500
16-Dec-2020, Evening, TAS, Men, 11, 27500
16-Dec-2020, Evening, TAS, Women, 11, 27500
16-Dec-2020, Evening, TAS, Seniors, 11, 27500
17-Dec-2020, Morning, WA, Kids, 12, 30000
17-Dec-2020, Morning, WA, Men, 13, 32500
17-Dec-2020, Morning, WA, Women, 13, 32500
17-Dec-2020, Morning, WA, Seniors, 8, 20000
17-Dec-2020, Afternoon, WA, Kids, 7, 17500
17-Dec-2020, Afternoon, WA, Men, 5, 12500
17-Dec-2020, Afternoon, WA, Women, 10, 25000
17-Dec-2020, Afternoon, WA, Seniors, 8, 20000
17-Dec-2020, Evening, WA, Kids, 7, 17500
17-Dec-2020, Evening, WA, Men, 5, 12500
17-Dec-2020, Evening, WA, Women, 9, 22500
17-Dec-2020, Evening, WA, Seniors, 15, 37500
17-Dec-2020, Morning, NT, Kids, 5, 12500
17-Dec-2020, Morning, NT, Men, 12, 30000
17-Dec-2020, Morning, NT, Women, 6, 15000
17-Dec-2020, Morning, NT, Seniors, 5, 12500
17-Dec-2020, Afternoon, NT, Kids, 8, 20000
17-Dec-2020, Afternoon, NT, Men, 12, 30000
17-Dec-2020, Afternoon, NT, Women, 6, 15000
17-Dec-2020, Afternoon, NT, Seniors, 10, 25000
17-Dec-2020, Evening, NT, Kids, 13, 32500
17-Dec-2020, Evening, NT, Men, 15, 37500
17-Dec-2020, Evening, NT, Women, 14, 35000
17-Dec-2020, Evening, NT, Seniors, 9, 22500
17-Dec-2020, Morning, SA, Kids, 32, 80000
17-Dec-2020, Morning, SA, Men, 18, 45000
17-Dec-2020, Morning, SA, Women, 28, 70000
17-Dec-2020, Morning, SA, Seniors, 27, 67500
17-Dec-2020, Afternoon, SA, Kids, 18, 45000
17-Dec-2020, Afternoon, SA, Men, 35, 87500
17-Dec-2020, Afternoon, SA, Women, 30, 75000
17-Dec-2020, Afternoon, SA, Seniors, 17, 42500
17-Dec-2020, Evening, SA, Kids, 27, 67500
17-Dec-2020, Evening, SA, Men, 15, 37500
17-Dec-2020, Evening, SA, Women, 34, 85000
17-Dec-2020, Evening, SA, Seniors, 26, 65000
17-Dec-2020, Morning, VIC, Kids, 45, 112500
17-Dec-2020, Morning, VIC, Men, 64, 160000
17-Dec-2020, Morning, VIC, Women, 52, 130000
17-Dec-2020, Morning, VIC, Seniors, 51, 127500
17-Dec-2020, Afternoon, VIC, Kids, 30, 75000
17-Dec-2020, Afternoon, VIC, Men, 44, 110000
17-Dec-2020, Afternoon, VIC, Women, 52, 130000
17-Dec-2020, Afternoon, VIC, Seniors, 40, 100000
17-Dec-2020, Evening, VIC, Kids, 60, 150000
17-Dec-2020, Evening, VIC, Men, 53, 132500
17-Dec-2020, Evening, VIC, Women, 38, 95000
17-Dec-2020, Evening, VIC, Seniors, 38, 95000
17-Dec-2020, Morning, QLD, Kids, 10, 25000
17-Dec-2020, Morning, QLD, Men, 7, 17500
17-Dec-2020, Morning, QLD, Women, 19, 47500
17-Dec-2020, Morning, QLD, Seniors, 13, 32500
17-Dec-2020, Afternoon, QLD, Kids, 24, 60000
17-Dec-2020, Afternoon, QLD, Men, 20, 50000
17-Dec-2020, Afternoon, QLD, Women, 20, 50000
17-Dec-2020, Afternoon, QLD, Seniors, 17, 42500
17-Dec-2020, Evening, QLD, Kids, 19, 47500
17-Dec-2020, Evening, QLD, Men, 17, 42500
17-Dec-2020, Evening, QLD, Women, 17, 42500
17-Dec-2020, Evening, QLD, Seniors, 23, 57500
17-Dec-2020, Morning, NSW, Kids, 29, 72500
17-Dec-2020, Morning, NSW, Men, 38, 95000
17-Dec-2020, Morning, NSW, Women, 35, 87500
17-Dec-2020, Morning, NSW, Seniors, 36, 90000
17-Dec-2020, Afternoon, NSW, Kids, 20, 50000
17-Dec-2020, Afternoon, NSW, Men, 18, 45000
17-Dec-2020, Afternoon, NSW, Women, 32, 80000
17-Dec-2020, Afternoon, NSW, Seniors, 35, 87500
17-Dec-2020, Evening, NSW, Kids, 32, 80000
17-Dec-2020, Evening, NSW, Men, 17, 42500
17-Dec-2020, Evening, NSW, Women, 28, 70000
17-Dec-2020, Evening, NSW, Seniors, 27, 67500
17-Dec-2020, Morning, TAS, Kids, 6, 15000
17-Dec-2020, Morning, TAS, Men, 14, 35000
17-Dec-2020, Morning, TAS, Women, 14, 35000
17-Dec-2020, Morning, TAS, Seniors, 12, 30000
17-Dec-2020, Afternoon, TAS, Kids, 11, 27500
17-Dec-2020, Afternoon, TAS, Men, 9, 22500
17-Dec-2020, Afternoon, TAS, Women, 15, 37500
17-Dec-2020, Afternoon, TAS, Seniors, 14, 35000
17-Dec-2020, Evening, TAS, Kids, 12, 30000
17-Dec-2020, Evening, TAS, Men, 14, 35000
17-Dec-2020, Evening, TAS, Women, 14, 35000
17-Dec-2020, Evening, TAS, Seniors, 13, 32500
18-Dec-2020, Morning, WA, Kids, 10, 25000
18-Dec-2020, Morning, WA, Men, 5, 12500
18-Dec-2020, Morning, WA, Women, 10, 25000
18-Dec-2020, Morning, WA, Seniors, 12, 30000
18-Dec-2020, Afternoon, WA, Kids, 12, 30000
18-Dec-2020, Afternoon, WA, Men, 15, 37500
18-Dec-2020, Afternoon, WA, Women, 12, 30000
18-Dec-2020, Afternoon, WA, Seniors, 13, 32500
18-Dec-2020, Evening, WA, Kids, 14, 35000
18-Dec-2020, Evening, WA, Men, 10, 25000
18-Dec-2020, Evening, WA, Women, 12, 30000
18-Dec-2020, Evening, WA, Seniors, 5, 12500
18-Dec-2020, Morning, NT, Kids, 12, 30000
18-Dec-2020, Morning, NT, Men, 8, 20000
18-Dec-2020, Morning, NT, Women, 8, 20000
18-Dec-2020, Morning, NT, Seniors, 7, 17500
18-Dec-2020, Afternoon, NT, Kids, 10, 25000
18-Dec-2020, Afternoon, NT, Men, 15, 37500
18-Dec-2020, Afternoon, NT, Women, 14, 35000
18-Dec-2020, Afternoon, NT, Seniors, 7, 17500
18-Dec-2020, Evening, NT, Kids, 12, 30000
18-Dec-2020, Evening, NT, Men, 15, 37500
18-Dec-2020, Evening, NT, Women, 14, 35000
18-Dec-2020, Evening, NT, Seniors, 15, 37500
18-Dec-2020, Morning, SA, Kids, 18, 45000
18-Dec-2020, Morning, SA, Men, 26, 65000
18-Dec-2020, Morning, SA, Women, 32, 80000
18-Dec-2020, Morning, SA, Seniors, 16, 40000
18-Dec-2020, Afternoon, SA, Kids, 31, 77500
18-Dec-2020, Afternoon, SA, Men, 25, 62500
18-Dec-2020, Afternoon, SA, Women, 23, 57500
18-Dec-2020, Afternoon, SA, Seniors, 27, 67500
18-Dec-2020, Evening, SA, Kids, 23, 57500
18-Dec-2020, Evening, SA, Men, 23, 57500
18-Dec-2020, Evening, SA, Women, 29, 72500
18-Dec-2020, Evening, SA, Seniors, 15, 37500
18-Dec-2020, Morning, VIC, Kids, 47, 117500
18-Dec-2020, Morning, VIC, Men, 42, 105000
18-Dec-2020, Morning, VIC, Women, 44, 110000
18-Dec-2020, Morning, VIC, Seniors, 36, 90000
18-Dec-2020, Afternoon, VIC, Kids, 30, 75000
18-Dec-2020, Afternoon, VIC, Men, 32, 80000
18-Dec-2020, Afternoon, VIC, Women, 32, 80000
18-Dec-2020, Afternoon, VIC, Seniors, 41, 102500
18-Dec-2020, Evening, VIC, Kids, 48, 120000
18-Dec-2020, Evening, VIC, Men, 50, 125000
18-Dec-2020, Evening, VIC, Women, 34, 85000
18-Dec-2020, Evening, VIC, Seniors, 34, 85000
18-Dec-2020, Morning, QLD, Kids, 25, 62500
18-Dec-2020, Morning, QLD, Men, 17, 42500
18-Dec-2020, Morning, QLD, Women, 11, 27500
18-Dec-2020, Morning, QLD, Seniors, 12, 30000
18-Dec-2020, Afternoon, QLD, Kids, 9, 22500
18-Dec-2020, Afternoon, QLD, Men, 11, 27500
18-Dec-2020, Afternoon, QLD, Women, 7, 17500
18-Dec-2020, Afternoon, QLD, Seniors, 7, 17500
18-Dec-2020, Evening, QLD, Kids, 21, 52500
18-Dec-2020, Evening, QLD, Men, 25, 62500
18-Dec-2020, Evening, QLD, Women, 8, 20000
18-Dec-2020, Evening, QLD, Seniors, 13, 32500
18-Dec-2020, Morning, NSW, Kids, 44, 110000
18-Dec-2020, Morning, NSW, Men, 39, 97500
18-Dec-2020, Morning, NSW, Women, 42, 105000
18-Dec-2020, Morning, NSW, Seniors, 29, 72500
18-Dec-2020, Afternoon, NSW, Kids, 37, 92500
18-Dec-2020, Afternoon, NSW, Men, 41, 102500
18-Dec-2020, Afternoon, NSW, Women, 23, 57500
18-Dec-2020, Afternoon, NSW, Seniors, 30, 75000
18-Dec-2020, Evening, NSW, Kids, 22, 55000
18-Dec-2020, Evening, NSW, Men, 37, 92500
18-Dec-2020, Evening, NSW, Women, 34, 85000
18-Dec-2020, Evening, NSW, Seniors, 41, 102500
18-Dec-2020, Morning, TAS, Kids, 6, 15000
18-Dec-2020, Morning, TAS, Men, 11, 27500
18-Dec-2020, Morning, TAS, Women, 6, 15000
18-Dec-2020, Morning, TAS, Seniors, 9, 22500
18-Dec-2020, Afternoon, TAS, Kids, 8, 20000
18-Dec-2020, Afternoon, TAS, Men, 11, 27500
18-Dec-2020, Afternoon, TAS, Women, 13, 32500
18-Dec-2020, Afternoon, TAS, Seniors, 10, 25000
18-Dec-2020, Evening, TAS, Kids, 12, 30000
18-Dec-2020, Evening, TAS, Men, 13, 32500
18-Dec-2020, Evening, TAS, Women, 13, 32500
18-Dec-2020, Evening, TAS, Seniors, 12, 30000
19-Dec-2020, Morning, WA, Kids, 8, 20000
19-Dec-2020, Morning, WA, Men, 5, 12500
19-Dec-2020, Morning, WA, Women, 5, 12500
19-Dec-2020, Morning, WA, Seniors, 9, 22500
19-Dec-2020, Afternoon, WA, Kids, 6, 15000
19-Dec-2020, Afternoon, WA, Men, 8, 20000
19-Dec-2020, Afternoon, WA, Women, 7, 17500
19-Dec-2020, Afternoon, WA, Seniors, 6, 15000
19-Dec-2020, Evening, WA, Kids, 9, 22500
19-Dec-2020, Evening, WA, Men, 11, 27500
19-Dec-2020, Evening, WA, Women, 9, 22500
19-Dec-2020, Evening, WA, Seniors, 10, 25000
19-Dec-2020, Morning, NT, Kids, 11, 27500
19-Dec-2020, Morning, NT, Men, 8, 20000
19-Dec-2020, Morning, NT, Women, 14, 35000
19-Dec-2020, Morning, NT, Seniors, 10, 25000
19-Dec-2020, Afternoon, NT, Kids, 10, 25000
19-Dec-2020, Afternoon, NT, Men, 7, 17500
19-Dec-2020, Afternoon, NT, Women, 14, 35000
19-Dec-2020, Afternoon, NT, Seniors, 12, 30000
19-Dec-2020, Evening, NT, Kids, 13, 32500
19-Dec-2020, Evening, NT, Men, 14, 35000
19-Dec-2020, Evening, NT, Women, 13, 32500
19-Dec-2020, Evening, NT, Seniors, 10, 25000
19-Dec-2020, Morning, SA, Kids, 28, 70000
19-Dec-2020, Morning, SA, Men, 19, 47500
19-Dec-2020, Morning, SA, Women, 29, 72500
19-Dec-2020, Morning, SA, Seniors, 19, 47500
19-Dec-2020, Afternoon, SA, Kids, 28, 70000
19-Dec-2020, Afternoon, SA, Men, 30, 75000
19-Dec-2020, Afternoon, SA, Women, 24, 60000
19-Dec-2020, Afternoon, SA, Seniors, 30, 75000
19-Dec-2020, Evening, SA, Kids, 31, 77500
19-Dec-2020, Evening, SA, Men, 20, 50000
19-Dec-2020, Evening, SA, Women, 32, 80000
19-Dec-2020, Evening, SA, Seniors, 15, 37500
19-Dec-2020, Morning, VIC, Kids, 39, 97500
19-Dec-2020, Morning, VIC, Men, 64, 160000
19-Dec-2020, Morning, VIC, Women, 57, 142500
19-Dec-2020, Morning, VIC, Seniors, 57, 142500
19-Dec-2020, Afternoon, VIC, Kids, 44, 110000
19-Dec-2020, Afternoon, VIC, Men, 36, 90000
19-Dec-2020, Afternoon, VIC, Women, 48, 120000
19-Dec-2020, Afternoon, VIC, Seniors, 55, 137500
19-Dec-2020, Evening, VIC, Kids, 38, 95000
19-Dec-2020, Evening, VIC, Men, 51, 127500
19-Dec-2020, Evening, VIC, Women, 65, 162500
19-Dec-2020, Evening, VIC, Seniors, 40, 100000
19-Dec-2020, Morning, QLD, Kids, 10, 25000
19-Dec-2020, Morning, QLD, Men, 18, 45000
19-Dec-2020, Morning, QLD, Women, 8, 20000
19-Dec-2020, Morning, QLD, Seniors, 13, 32500
19-Dec-2020, Afternoon, QLD, Kids, 25, 62500
19-Dec-2020, Afternoon, QLD, Men, 11, 27500
19-Dec-2020, Afternoon, QLD, Women, 25, 62500
19-Dec-2020, Afternoon, QLD, Seniors, 21, 52500
19-Dec-2020, Evening, QLD, Kids, 10, 25000
19-Dec-2020, Evening, QLD, Men, 9, 22500
19-Dec-2020, Evening, QLD, Women, 22, 55000
19-Dec-2020, Evening, QLD, Seniors, 8, 20000
19-Dec-2020, Morning, NSW, Kids, 38, 95000
19-Dec-2020, Morning, NSW, Men, 34, 85000
19-Dec-2020, Morning, NSW, Women, 43, 107500
19-Dec-2020, Morning, NSW, Seniors, 30, 75000
19-Dec-2020, Afternoon, NSW, Kids, 27, 67500
19-Dec-2020, Afternoon, NSW, Men, 36, 90000
19-Dec-2020, Afternoon, NSW, Women, 27, 67500
19-Dec-2020, Afternoon, NSW, Seniors, 39, 97500
19-Dec-2020, Evening, NSW, Kids, 19, 47500
19-Dec-2020, Evening, NSW, Men, 33, 82500
19-Dec-2020, Evening, NSW, Women, 25, 62500
19-Dec-2020, Evening, NSW, Seniors, 17, 42500
19-Dec-2020, Morning, TAS, Kids, 14, 35000
19-Dec-2020, Morning, TAS, Men, 8, 20000
19-Dec-2020, Morning, TAS, Women, 14, 35000
19-Dec-2020, Morning, TAS, Seniors, 10, 25000
19-Dec-2020, Afternoon, TAS, Kids, 6, 15000
19-Dec-2020, Afternoon, TAS, Men, 12, 30000
19-Dec-2020, Afternoon, TAS, Women, 5, 12500
19-Dec-2020, Afternoon, TAS, Seniors, 13, 32500
19-Dec-2020, Evening, TAS, Kids, 10, 25000
19-Dec-2020, Evening, TAS, Men, 8, 20000
19-Dec-2020, Evening, TAS, Women, 14, 35000
19-Dec-2020, Evening, TAS, Seniors, 12, 30000
20-Dec-2020, Morning, WA, Kids, 5, 12500
20-Dec-2020, Morning, WA, Men, 13, 32500
20-Dec-2020, Morning, WA, Women, 8, 20000
20-Dec-2020, Morning, WA, Seniors, 15, 37500
20-Dec-2020, Afternoon, WA, Kids, 10, 25000
20-Dec-2020, Afternoon, WA, Men, 14, 35000
20-Dec-2020, Afternoon, WA, Women, 6, 15000
20-Dec-2020, Afternoon, WA, Seniors, 15, 37500
20-Dec-2020, Evening, WA, Kids, 8, 20000
20-Dec-2020, Evening, WA, Men, 10, 25000
20-Dec-2020, Evening, WA, Women, 15, 37500
20-Dec-2020, Evening, WA, Seniors, 10, 25000
20-Dec-2020, Morning, NT, Kids, 5, 12500
20-Dec-2020, Morning, NT, Men, 13, 32500
20-Dec-2020, Morning, NT, Women, 10, 25000
20-Dec-2020, Morning, NT, Seniors, 13, 32500
20-Dec-2020, Afternoon, NT, Kids, 7, 17500
20-Dec-2020, Afternoon, NT, Men, 9, 22500
20-Dec-2020, Afternoon, NT, Women, 9, 22500
20-Dec-2020, Afternoon, NT, Seniors, 11, 27500
20-Dec-2020, Evening, NT, Kids, 14, 35000
20-Dec-2020, Evening, NT, Men, 7, 17500
20-Dec-2020, Evening, NT, Women, 9, 22500
20-Dec-2020, Evening, NT, Seniors, 9, 22500
20-Dec-2020, Morning, SA, Kids, 19, 47500
20-Dec-2020, Morning, SA, Men, 27, 67500
20-Dec-2020, Morning, SA, Women, 32, 80000
20-Dec-2020, Morning, SA, Seniors, 18, 45000
20-Dec-2020, Afternoon, SA, Kids, 20, 50000
20-Dec-2020, Afternoon, SA, Men, 24, 60000
20-Dec-2020, Afternoon, SA, Women, 33, 82500
20-Dec-2020, Afternoon, SA, Seniors, 29, 72500
20-Dec-2020, Evening, SA, Kids, 26, 65000
20-Dec-2020, Evening, SA, Men, 19, 47500
20-Dec-2020, Evening, SA, Women, 35, 87500
20-Dec-2020, Evening, SA, Seniors, 31, 77500
20-Dec-2020, Morning, VIC, Kids, 61, 152500
20-Dec-2020, Morning, VIC, Men, 56, 140000
20-Dec-2020, Morning, VIC, Women, 36, 90000
20-Dec-2020, Morning, VIC, Seniors, 46, 115000
20-Dec-2020, Afternoon, VIC, Kids, 52, 130000
20-Dec-2020, Afternoon, VIC, Men, 43, 107500
20-Dec-2020, Afternoon, VIC, Women, 44, 110000
20-Dec-2020, Afternoon, VIC, Seniors, 52, 130000
20-Dec-2020, Evening, VIC, Kids, 45, 112500
20-Dec-2020, Evening, VIC, Men, 42, 105000
20-Dec-2020, Evening, VIC, Women, 43, 107500
20-Dec-2020, Evening, VIC, Seniors, 37, 92500
20-Dec-2020, Morning, QLD, Kids, 14, 35000
20-Dec-2020, Morning, QLD, Men, 15, 37500
20-Dec-2020, Morning, QLD, Women, 24, 60000
20-Dec-2020, Morning, QLD, Seniors, 19, 47500
20-Dec-2020, Afternoon, QLD, Kids, 21, 52500
20-Dec-2020, Afternoon, QLD, Men, 15, 37500
20-Dec-2020, Afternoon, QLD, Women, 22, 55000
20-Dec-2020, Afternoon, QLD, Seniors, 22, 55000
20-Dec-2020, Evening, QLD, Kids, 9, 22500
20-Dec-2020, Evening, QLD, Men, 8, 20000
20-Dec-2020, Evening, QLD, Women, 16, 40000
20-Dec-2020, Evening, QLD, Seniors, 9, 22500
20-Dec-2020, Morning, NSW, Kids, 21, 52500
20-Dec-2020, Morning, NSW, Men, 21, 52500
20-Dec-2020, Morning, NSW, Women, 35, 87500
20-Dec-2020, Morning, NSW, Seniors, 42, 105000
20-Dec-2020, Afternoon, NSW, Kids, 31, 77500
20-Dec-2020, Afternoon, NSW, Men, 40, 100000
20-Dec-2020, Afternoon, NSW, Women, 22, 55000
20-Dec-2020, Afternoon, NSW, Seniors, 38, 95000
20-Dec-2020, Evening, NSW, Kids, 19, 47500
20-Dec-2020, Evening, NSW, Men, 33, 82500
20-Dec-2020, Evening, NSW, Women, 27, 67500
20-Dec-2020, Evening, NSW, Seniors, 35, 87500
20-Dec-2020, Morning, TAS, Kids, 8, 20000
20-Dec-2020, Morning, TAS, Men, 6, 15000
20-Dec-2020, Morning, TAS, Women, 12, 30000
20-Dec-2020, Morning, TAS, Seniors, 9, 22500
20-Dec-2020, Afternoon, TAS, Kids, 11, 27500
20-Dec-2020, Afternoon, TAS, Men, 9, 22500
20-Dec-2020, Afternoon, TAS, Women, 8, 20000
20-Dec-2020, Afternoon, TAS, Seniors, 9, 22500
20-Dec-2020, Evening, TAS, Kids, 15, 37500
20-Dec-2020, Evening, TAS, Men, 9, 22500
20-Dec-2020, Evening, TAS, Women, 6, 15000
20-Dec-2020, Evening, TAS, Seniors, 6, 15000
21-Dec-2020, Morning, WA, Kids, 13, 32500
21-Dec-2020, Morning, WA, Men, 15, 37500
21-Dec-2020, Morning, WA, Women, 11, 27500
21-Dec-2020, Morning, WA, Seniors, 6, 15000
21-Dec-2020, Afternoon, WA, Kids, 5, 12500
21-Dec-2020, Afternoon, WA, Men, 9, 22500
21-Dec-2020, Afternoon, WA, Women, 15, 37500
21-Dec-2020, Afternoon, WA, Seniors, 7, 17500
21-Dec-2020, Evening, WA, Kids, 11, 27500
21-Dec-2020, Evening, WA, Men, 15, 37500
21-Dec-2020, Evening, WA, Women, 10, 25000
21-Dec-2020, Evening, WA, Seniors, 5, 12500
21-Dec-2020, Morning, NT, Kids, 8, 20000
21-Dec-2020, Morning, NT, Men, 8, 20000
21-Dec-2020, Morning, NT, Women, 13, 32500
21-Dec-2020, Morning, NT, Seniors, 12, 30000
21-Dec-2020, Afternoon, NT, Kids, 11, 27500
21-Dec-2020, Afternoon, NT, Men, 7, 17500
21-Dec-2020, Afternoon, NT, Women, 14, 35000
21-Dec-2020, Afternoon, NT, Seniors, 13, 32500
21-Dec-2020, Evening, NT, Kids, 12, 30000
21-Dec-2020, Evening, NT, Men, 6, 15000
21-Dec-2020, Evening, NT, Women, 8, 20000
21-Dec-2020, Evening, NT, Seniors, 9, 22500
21-Dec-2020, Morning, SA, Kids, 15, 37500
21-Dec-2020, Morning, SA, Men, 27, 67500
21-Dec-2020, Morning, SA, Women, 20, 50000
21-Dec-2020, Morning, SA, Seniors, 16, 40000
21-Dec-2020, Afternoon, SA, Kids, 32, 80000
21-Dec-2020, Afternoon, SA, Men, 20, 50000
21-Dec-2020, Afternoon, SA, Women, 27, 67500
21-Dec-2020, Afternoon, SA, Seniors, 21, 52500
21-Dec-2020, Evening, SA, Kids, 16, 40000
21-Dec-2020, Evening, SA, Men, 22, 55000
21-Dec-2020, Evening, SA, Women, 34, 85000
21-Dec-2020, Evening, SA, Seniors, 30, 75000
21-Dec-2020, Morning, VIC, Kids, 55, 137500
21-Dec-2020, Morning, VIC, Men, 56, 140000
21-Dec-2020, Morning, VIC, Women, 35, 87500
21-Dec-2020, Morning, VIC, Seniors, 47, 117500
21-Dec-2020, Afternoon, VIC, Kids, 54, 135000
21-Dec-2020, Afternoon, VIC, Men, 61, 152500
21-Dec-2020, Afternoon, VIC, Women, 62, 155000
21-Dec-2020, Afternoon, VIC, Seniors, 39, 97500
21-Dec-2020, Evening, VIC, Kids, 44, 110000
21-Dec-2020, Evening, VIC, Men, 54, 135000
21-Dec-2020, Evening, VIC, Women, 64, 160000
21-Dec-2020, Evening, VIC, Seniors, 56, 140000
21-Dec-2020, Morning, QLD, Kids, 16, 40000
21-Dec-2020, Morning, QLD, Men, 11, 27500
21-Dec-2020, Morning, QLD, Women, 15, 37500
21-Dec-2020, Morning, QLD, Seniors, 16, 40000
21-Dec-2020, Afternoon, QLD, Kids, 16, 40000
21-Dec-2020, Afternoon, QLD, Men, 24, 60000
21-Dec-2020, Afternoon, QLD, Women, 18, 45000
21-Dec-2020, Afternoon, QLD, Seniors, 15, 37500
21-Dec-2020, Evening, QLD, Kids, 22, 55000
21-Dec-2020, Evening, QLD, Men, 18, 45000
21-Dec-2020, Evening, QLD, Women, 18, 45000
21-Dec-2020, Evening, QLD, Seniors, 10, 25000
21-Dec-2020, Morning, NSW, Kids, 17, 42500
21-Dec-2020, Morning, NSW, Men, 24, 60000
21-Dec-2020, Morning, NSW, Women, 28, 70000
21-Dec-2020, Morning, NSW, Seniors, 17, 42500
21-Dec-2020, Afternoon, NSW, Kids, 39, 97500
21-Dec-2020, Afternoon, NSW, Men, 22, 55000
21-Dec-2020, Afternoon, NSW, Women, 26, 65000
21-Dec-2020, Afternoon, NSW, Seniors, 24, 60000
21-Dec-2020, Evening, NSW, Kids, 17, 42500
21-Dec-2020, Evening, NSW, Men, 28, 70000
21-Dec-2020, Evening, NSW, Women, 17, 42500
21-Dec-2020, Evening, NSW, Seniors, 24, 60000
21-Dec-2020, Morning, TAS, Kids, 9, 22500
21-Dec-2020, Morning, TAS, Men, 11, 27500
21-Dec-2020, Morning, TAS, Women, 8, 20000
21-Dec-2020, Morning, TAS, Seniors, 6, 15000
21-Dec-2020, Afternoon, TAS, Kids, 9, 22500
21-Dec-2020, Afternoon, TAS, Men, 9, 22500
21-Dec-2020, Afternoon, TAS, Women, 10, 25000
21-Dec-2020, Afternoon, TAS, Seniors, 6, 15000
21-Dec-2020, Evening, TAS, Kids, 13, 32500
21-Dec-2020, Evening, TAS, Men, 10, 25000
